,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1655,1655,2.0,0.2786,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","Поддержка и участие в Государственных проектах, направленных на улучшение благ Человечества на планете Земля (удовлетворение демографически обусловленных потребностей большинства населения и подавление паразитически-деградационных)"
1656,1656,2.0,0.3095,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","Даже чтобы просто сгенерировать такую цель, отрасли нужны иные социальный, экономический и технический уровни развития. Скорее всего такая цель может быть сгенерирована только машиной или крупной группой ученых с применением аппарата теории рефлексии."
1657,1657,1.0,0.2923,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Сделать страну безопасной
1658,1658,9.0,0.1897,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",Понимание возможностей и прозрачность карьерного роста
1659,1659,1.0,0.3158,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Командная работа и сплоченность коллектива
1660,1660,5.0,0.3801,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный","Перспектива и развитие в корпорации, карьерный рост. Достойная заработная плата, внедрение системы мотивации для сотрудников ""KPI""."
1661,1661,7.0,0.2828,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",Уверенность в пользе от моей деятельности и объективная оценка моих действий
1662,1662,1.0,0.3314,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Уважительное отношение к труду сотрудников. Работа не на ""помойное ведро"", а на качественный результат."
1663,1663,2.0,0.2825,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Результат
1664,1664,1.0,0.2763,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Стать действительно корпорацией знаний.
1665,1665,9.0,0.3145,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",Полная прозрачность и непредубеждённость всех девизионов ГК
1666,1666,2.0,0.3856,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","Единая команда ""Мы все – Росатом. У нас общие цели. Работа в команде единомышленников позволяет достигать уникальных результатов. Вместе мы сильнее и можем добиваться больших высот. Успехи сотрудников – это успехи компании """
1667,1667,8.0,0.4322,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","Снижение уровня бюрократии, улучшение условия труда, повышение уровня благосостояния работников"
1668,1668,9.0,0.3006,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",Стремление к чему-то новому
1669,1669,9.0,0.2168,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой","Интересные проекты, головное участие в разработке каких-либо проектов. Повышение квалификации посредством обучения организованного организацией."
1670,1670,9.0,0.3226,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",сохранение и улучшение экологии планеты.
1671,1671,1.0,0.5129,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",*
1672,1672,3.0,0.2284,"лидер, продвижение, корпорация, выход, объект, использование, бизнес, очень, промышленность, технологический",Улучшение благосостояния сотрудников
1673,1673,2.0,0.4348,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",сделать жизнь своих сотрудников и окружающих лучше
1674,1674,9.0,0.3488,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",Экономическая эффективность
1675,1675,0.0,0.3107,"аэс, обеспечение, качество, строительство, безопасность, вдохновлять, ядерный, население, электроэнергия, вид","""Большая цель"" уже и так стоит перед каждым сотрудником ГК Росатом: качественно и в срок выполнять свою работу, а также соответствовать ценностям ГК Росатом."
1676,1676,2.0,0.2605,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","Оценка моей работы (признание), уважение труда. Исключить тезис: Не успел в срок - значит плохо работаешь!."
1677,1677,6.0,0.1621,"проект, возможность, участие, вдохновить, социальный, реализация, любой, благо, понимание, зарубежный",Взаимодействие с зарубежными Заказчиками
1678,1678,8.0,0.34,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Дальнейшее развитие и повышение безопасности
1679,1679,1.0,0.3126,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",з/п и значимость моей работы
1680,1680,5.0,0.2603,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный",Занять первое место в мире в ядерной энергетике
1681,1681,1.0,0.4421,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Эффективность в производстве.
1682,1682,1.0,0.2341,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Возможность материально обеспечивать себя и свою семью и профессионально расти, в том числе и по карьерной лестнице."
1683,1683,1.0,0.2132,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Изменение Мира, вот ни больше и не меньше! Внедрение принципиально новых технологий, создание новых, высокотехнологичных продуктов для населения."
1684,1684,0.0,0.2459,"аэс, обеспечение, качество, строительство, безопасность, вдохновлять, ядерный, население, электроэнергия, вид","Расширение деятельности на международном рынке. А более мелкие цели - организация рабочих групп по проектируемым объектам среди всего дивизиона с возможностью общения от инженера до начальника группы, ГИПа."
1685,1685,5.0,0.2026,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный",уважение
1686,1686,1.0,0.1951,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Уважение и забота от начальства, поощрение, справедливое распределение обязанностей, командировки."
1687,1687,1.0,0.2902,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",To make the world better place
1688,1688,8.0,0.3436,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","Создание кораблей, в том числе космических."
1689,1689,9.0,0.3677,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой","Увиличение заработной платы, повышение квалификации"
1690,1690,7.0,0.3034,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность","организация передачи опыта от старшего поколения молодежи, преемственность. Обучение. Сейчас это отсутствует."
1691,1691,1.0,0.3595,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Сделать мир ярче (свети электроэнергия в самых отдаленных местах России, выработку электроэнергии экологичной посредством неукоснительного соблюдения ТБ, экономии ресурсов Земли)"
1692,1692,1.0,0.3595,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Сделать что либо лучше, а не так как приянято..."
1693,1693,1.0,0.3314,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Большая цель не может, это слишком эфемерно. Мое мнение - людям надо доходчиво объяснять и показывать как работа в отрасли даст возможность им реализовать свои жизненные планы и достичь поставленных целей (например карьерный рост, создание семьи, улучшение существующих условий и пр.). Сегодня молодежь не воспринимает ""голых"" лозунгов о больших целях (это относится как к организации , корпорации так и к государству) если не видит в них четких решений и действий, способных положительно повлиять на них лично."
1694,1694,5.0,0.2537,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный","увеличение доли участия на международном рынке, в частности продвижение на рынок реакторы на быстрых нейтронах"
1695,1695,9.0,0.3832,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой","Быть на шаг впереди по технологиям, качеству, надежности, безопасности, конкурентоспособности продукции Росатома на международных рынках."
1696,1696,4.0,0.3495,"процесс, снижение, срок, продукция, протекание, себестоимость, ответить, первый, сам, оплата",Работа в комнаде
1697,1697,7.0,0.2954,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность","Способность оценивать работу каждого сотрудника, адресно."
1698,1698,8.0,0.4128,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Состояться как ведущая корпорация мира
1699,1699,8.0,0.2521,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","международный опыт. Обладая большим опытом работы на внутреннем рынке(и не важно, что не в атомной области) интересно получить опыт на международном уровне. На данный момент не все процессы работы в компании отработаны. Хочется внести свой вклад в формировании работы, в качество выпускаемой документации, в сокращении сроков производства, оптимизации процессов. К сожалению, в компании очень тяжело донести свою позицию, отделы, сотрудники (большинство) не хотят брать на себя ответственность, информирование запаздывает, .. и любимое всеми ""так было"" очень тормозит процесс."
1700,1700,1.0,0.3684,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",безопасность и надежность проектируемых объектов
1701,1701,1.0,0.3508,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Важность и необходимость моей работы
1702,1702,8.0,0.3658,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","Полноценный выход компании на международный уровень (и в проектировании, и в строительстве, и в условиях труда и заработной плате)"
1703,1703,9.0,0.2984,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",Выполнение уникальных проектов в атомной отрасли участие Росатома в строительстве ИТЭР
1704,1704,1.0,0.3082,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Создание новых прорывных образцов техники.
1705,1705,7.0,0.3465,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",Помощь молодежи в карьерном росте и организация экскурсий на различные предприятия отрасли.
1706,1706,0.0,0.3032,"аэс, обеспечение, качество, строительство, безопасность, вдохновлять, ядерный, население, электроэнергия, вид",Причастность к реализации стратегических целей. Мы каждый на своем рабочем месте должны всегда помнить об этом.
1707,1707,1.0,0.2573,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",полный охват мирового рынка атомной отрасли
1708,1708,2.0,0.2687,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Она уже есть. Экологически чистый и при этом безопасный источник энергии - АЭС.
1709,1709,1.0,0.2762,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",благополучие каждого - благополучие страны.
1710,1710,9.0,0.4482,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой","Достойная оплата труда(которой нет), командировки и интересная развивающая работа."
1711,1711,0.0,0.3073,"аэс, обеспечение, качество, строительство, безопасность, вдохновлять, ядерный, население, электроэнергия, вид",Установка заработной платы на уровне среднего класса (не менее 120000 р. в месяц согласно последней оценке).
1712,1712,2.0,0.2233,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Снижение себестоимости и сроков протекания процессов за счет повышения эффективности труда и применения автоматизации процессов.
1713,1713,8.0,0.2318,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Любой проект отрасли для меня является большой целью
1714,1714,5.0,0.3189,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный",Освоение международных рынков и закрепление позиций в разных странах мира.
1715,1715,7.0,0.396,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",Личный вклад в строительную отрасль и продвижение Российских технологий на Зарубежный рынок.
1716,1716,1.0,0.3597,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Успешный выход на международные рынки по всем направлениям деятельности - дает мощный толчок как для профессионального, так и для личностного роста."
1717,1717,8.0,0.4445,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","Участие компании в вопросах экологии, улучшение экологии в стране и мире. Повышение уровня жизни в стране."
1718,1718,6.0,0.2804,"проект, возможность, участие, вдохновить, социальный, реализация, любой, благо, понимание, зарубежный","Развитие и усовершенствование технологий, достижение лидирующих позиций в области инновационных проектов, решение энергетических, научных проблем и сложных инженерных задач на международном уровне."
1719,1719,8.0,0.4198,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","Участие в цифровизации, обучение новым программам, визиты на различные предприятия Росатома"
1720,1720,2.0,0.2738,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Новые уникальные качественные продукты и уважение в России и на мировом уровне.
1721,1721,7.0,0.2086,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность","""Росамот"" уже и есть большая цель для многих! Вдохновляет успешное завершение каждого этапа проектов."
1722,1722,1.0,0.3314,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",1)Разработка термоядерной электростанции и эффективное использование полученной энергии 2)Терраформирования планет с использованием термоядерной энергии
1723,1723,8.0,0.3089,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Реализация личного потенциала
1724,1724,8.0,0.5555,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","Повышение моей значимости и эффективности, видимые результаты работы, удовлетворение от совершенствования процесса работы"
1725,1725,1.0,0.3314,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","сильнейшая мотивация - это быть востребованной в профессии, самореализация, знания."
1726,1726,6.0,0.2041,"проект, возможность, участие, вдохновить, социальный, реализация, любой, благо, понимание, зарубежный",1. Вернуть Нижнему Новгороду возможность проектирования реакторного отделения. 2. Уважение к своим сотрудникам.
1727,1727,1.0,0.5311,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Мирный атом
1728,1728,2.0,0.3986,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Достижение результатов
1729,1729,5.0,0.1964,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный",Создание промышленных предприятий. Создание термоядерного реактора.
1730,1730,0.0,0.3144,"аэс, обеспечение, качество, строительство, безопасность, вдохновлять, ядерный, население, электроэнергия, вид",Сложный вопрос
1731,1731,1.0,0.3869,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Все задачи, которые стоят перед Корпорацией, наполняют мой ежедневный труд смыслом"
1732,1732,4.0,0.5098,"процесс, снижение, срок, продукция, протекание, себестоимость, ответить, первый, сам, оплата","""Большая цель"" - приносить реальную пользу людям, обществу и своей стране. ""Атомная отрасль - ведущая отрасль России"" (цель). Пояснение: Осознание того, что мой труд, моя деятельность в атомной отрасли (независимо от того, что я работаю в финансовом департаменте) помимо прибыли Обществу, где я работаю и имею достойную оплату труда (безусловно учитывая указанные критерии), еще и помогает/приносит пользу, в первую очередь, большому количеству гражданам РФ и в целом, людям в мире."
1733,1733,2.0,0.2912,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Развитие новых продуктов и повышение доли на международных рынках
1734,1734,1.0,0.3306,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Знание и уверенность в том, что большинство предложенных молодежных инициатив реализовано. Возможность встреч, проведения и участия в конференциях, возможность нахождения в едином информ. пространстве."
1735,1735,2.0,0.344,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Создание вечного двигателя
1736,1736,1.0,0.3681,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Постоянное развитие, дружный коллектив, высокая заработная плата."
1737,1737,1.0,0.3682,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Все основные цели ГК очень важны. Выделю цель ""На шаг впереди"" - это лозунг молодёжного движения."
1738,1738,8.0,0.4778,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Национальная цель развития страны
1739,1739,9.0,0.2098,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",Стремление к совершенствованию всех процессов
1740,1740,5.0,0.3551,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный","Внедрение новых технологий, позволяющих заменить ручной, монотонный труд"
1741,1741,2.0,0.2233,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Развитие страны - общего благосостояния.
1742,1742,1.0,0.4142,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Любая цель, которая повлияет на положительный результат"
1743,1743,8.0,0.3436,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение","Дальнейшее развитие этого ""непотопляемого дредноута"""
1744,1744,8.0,0.3057,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Ежемесячная индексация заработной платы в сторону увеличения.
1745,1745,5.0,0.232,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный","интересный волонтерский проект, либо организация большого события."
1746,1746,1.0,0.3714,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Массовое строительство АЭС 4-го поколения в мире
1747,1747,9.0,0.2098,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",пожизненный найм
1748,1748,1.0,0.2894,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Снижение себестоимости продукции и сроков протекания процессов (создание самого конкурентоспособного продукта)
1749,1749,2.0,0.1985,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","Улучшение окружающей среды, улучшение качества/уровня жизни граждан в стране."
1750,1750,9.0,0.2663,"предприятие, организация, молодёжь, хороший, производство, рабочий, условие, эффективность, мочь, такой",Развитие IT
1751,1751,4.0,0.2146,"процесс, снижение, срок, продукция, протекание, себестоимость, ответить, первый, сам, оплата",Значимость выполняемой работы и достойное её вознагрождение
1752,1752,1.0,0.2233,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Экономическая и интеллектуальная независимость РФ
1753,1753,1.0,0.3314,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",сделать наш мир лучше
1754,1754,1.0,0.5478,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Создание новых продуктов, технологий"
1755,1755,2.0,0.3441,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","Формирование собственного ""молодого"" кадрового резерва и его развитие"
1756,1756,1.0,0.3437,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","странный вопрос, наверное, то, чем я занимаюсь"
1757,1757,7.0,0.2828,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",достижение результата
1758,1758,1.0,0.2877,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Развитие России
1759,1759,5.0,0.2835,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный","выход на новые рынки, новые проекты"
1760,1760,1.0,0.4428,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Выход на рынок с продуктами, разработанными в нашей организации"
1761,1761,8.0,0.2908,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Затрудняюсь с ответом. Мне просто нравится то чем я занимаюсь.
1762,1762,2.0,0.1993,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Увеличение доли выработки электроэнергии в стране и мире. Развитие научных и информационных технологий. Импортозамещение.
1763,1763,1.0,0.2894,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Создание лучших условий для жизни и работы сотрудников.
1764,1764,7.0,0.2652,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",затрудняюсь в ответе
1765,1765,4.0,0.39,"процесс, снижение, срок, продукция, протекание, себестоимость, ответить, первый, сам, оплата",Оценка результата работы
1766,1766,2.0,0.1922,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","комфортные условия труда, поощрения сотрудников (не только материальные награды, но и различные культурно-массовые мероприятия, в т.ч. с возможностью посещения вместе с семьей сотрудника). Чувствовать себя важным и ценным для компании, что в тебе нуждаются и тебя не променяют."
1767,1767,5.0,0.2714,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный",1. Понимание как работа конкретного сотрудника влияет на строительство АЭС. 2. Оптимизация процессов и наглядная демонстрация сокращения сроков/стоимости протекания процессов.
1768,1768,1.0,0.2894,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Стать лучшими в своей сфере, командой, на которую все хотят равняться!"
1769,1769,8.0,0.3676,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Повышение уровня жизни сотрудников
1770,1770,2.0,0.3154,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист","Продвижение атомной энергии в России и в мире, как одного из наиболее экологически чистых видов энергии"
1771,1771,0.0,0.4611,"аэс, обеспечение, качество, строительство, безопасность, вдохновлять, ядерный, население, электроэнергия, вид",достойный уровень заработной платы без переработок
1772,1772,7.0,0.2727,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",Ежедневное развитие себя как специалиста в своей сфере деятельности.
1773,1773,2.0,0.3154,"повышение, жизнь, результат, улучшение, рост, работник, мой, плата, заработный, специалист",Стабильность и уверенность в будущем
1774,1774,6.0,0.3398,"проект, возможность, участие, вдохновить, социальный, реализация, любой, благо, понимание, зарубежный",перевод всего мира на альтернативные источники энергии не наносящие вред окружающей среде.
1775,1775,5.0,0.2085,"работа, который, работать, команда, достижение, вопрос, молодой, задача, год, интересный",создание команды единомышленников
1776,1776,1.0,0.3595,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",становление РФ лидирующей страной в области атомной энергетики
1777,1777,7.0,0.3544,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",Проекты по разработке принципиально новых видов источников энергии.
1778,1778,7.0,0.4334,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность","В качестве Большой Цели вижу процветание родной страны, а именно - улучшение качества жизни ""простых людей""."
1779,1779,7.0,0.2545,"цель, труд, смысл, больший, ежедневный, большой, время, мероприятие, являться, уверенность",Забота о сотрудниках
1780,1780,1.0,0.2573,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой","Работа во благо страны и населения, с пониманием смысла и необходимости в своем труде."
1781,1781,1.0,0.2538,"росатом, развитие, отрасль, сотрудник, атомный, страна, мир, уровень, энергия, мировой",Цифровизация и снижение сроков протекания процессов
1782,1782,8.0,0.4344,"новый, рынок, международный, продукт, технология, создание, российский, разработка, единый, внедрение",Возможность проявить себя и получить то чего достоин.
